,user_a,user_b
1300,hôm nay ông có đi học ca 1 không?,"có ông ơi, tui mà nghỉ nữa là bị cấm thi đó."
1301,hình như tui cũng hết buổi nghỉ rồi.,vậy thì dậy đi học thôi ông. <eos> mà hôm nay hình như thầy vào trễ thì phải.
1302,"may quá, hôm nay đường chỗ tui kẹt xe rồi","ừ, ráng vào lớp nhanh đi ông"
1303,hôm nay lớp mình học phòng nào ấy nhỉ?,phòng C401
1304,ok cảm ơn ông nha,
1305,Thứ 7 này đi chơi bóng bàn với tụi tui không ông?,Thứ 7 tui hơi bận buổi sáng. <eos>  mấy ông định chơi vào buổi nào?
1306,À tụi tui hẹn nhau vào buổi chiều ông ơi.,Buổi chiều thì tui có thể đi với mấy ông được đó.
1307,"ngon, thế hẹn ông 3h chiều ở nhà thi đấu Nguyễn Du nhó.","oke luôn ông ei <eos> mà nói trước là tui chơi pro vjp lắm đếy, có ai đủ trình chơi với tui khum?"
1308,"tụi tui trong tuyển bóng bàn Thành phố, đủ trình với ông chưa?","ax, mấy sếp tha iem :((("
1309,"ê mày, cuối tuần này đi Hồ Thị Kỷ không?",Hồ Thị Kỷ có gì mà mày rủ tao đi?
1310,"trời, mày kh biết Hồ Thị Kỷ là phố đi bộ và ăn vặt lớn gần nhất cái Sài Gòn này hả?","a đu, thật á, thế mà nhỏ lớn giờ tao ko biết lun@@"
1311,"mày lúa thế, đi, tao dắt mày đi giải ngố.","oke luôn, mà đồ ăn ở đó đắt lắm không?"
1312,nếu mày không ăn những món sang chảnh thì cầm 2 lít đi được ròi.,là đi ăn vặt thôi đó hả?
1313,"ừa đồ ăn vặt, nhưng mà ăn nhiều nó sẽ no, cứ yên tâm mà cháy phố đê=)))","được luôn bạn ơi thế thì còn chờ gì nữa, lên đường thoii."
1314,Việc học sao rồi?,Ổn rồi.
1315,Có gì hot không?,"Ngoài có năm, sáu điểm đâu đây nọ…"
1316,Ừa,Có vài cái môn tao không hiểu luôn
1317,Môn nào?,Vì nó toàn nói Đảng và nhà nước buồi này qua buổi 
1318,À. Những điều đo đọc tài liệu nhiều vào; Thi cử lo về vài điểm quan trọng thôi.,
1319,Làm tiền được chưa?,"Ừa, đây"
1320,"Huh, na ná nhau",Nói thẳng đây: Có vài phần công ty tôi thấy… Sai.
1321,Vậy thì sao? Tôi biết ông giám đốc mà.,Hả?
1322,"Nghe lời tao đi, ông ta lắng nghe kỹ lắm, và thường làm việc cùng và hiểu các đồng nghiệp.",Đó làm ổng làm nhân viên!
1323,"Đúng rồi, ông ta là nhân viên cũ nhất trong công ty, ngay từ khi nó thành lập mà!",À ha
1324,Mai mốt chỉ tao ráp máy tính nha,"Được, có gì nói tao."
1325,Việc lắp CPU thì nghe khó.,"Đúng, mà tay chắc là được rồi, và cầm nó bên cạnh và không dụng bên trên hay dưới"
1326,Còn bo này thì sao?,"Cái đó không vào được, nè cái này mới tốt."
1327,À,Còn gì không?
1328,Không có.,
1329,Where did you park?,I parked in basement G. <eos> Did you have breakfast today?
1330,No.,Did you do your yesterday's homework?
1331,"Yes, I did. <eos> Why didn't you go to school yesterday?",I was sick.
1332,Will you attend tomorrow's class?,"Yep, I think I'll attend tomorrow's class."
1333,Where is your roomate?,He went back to his hometown.
1334,When will he return to the city?,Probably next week. <eos> Do you want to go out for today's lunch?
1335,"Yeah, let's.",Where do you want to eat?
1336,I like the broken rice shop nearby. There food is cheap and delicious.,Good idea.
1337,It's an ugly day today.,I know. I think it may rain.
1338,"It's the middle of summer, it shouldn't rain today.",That would be weird.
1339,"Yeah, especially since it's ninety degrees outside.","Yeah, especially since it's ninety degrees outside."
1340,"Yes, it would be.",I really wish it wasn't so hot every day.
1341,Me too. I can't wait until winter.,"I like winter too, but sometimes it gets too cold."
1342,I'd rather be cold than hot.,Me too.
1343,How is everything going with you?,Great. You?
1344,Pretty good.,Good for you.
1345,When did you start going to PCC?,This is my second year. How about you?
1346,I only got here this year.,You like it so far?
1347,It's OK.,I can tell you don't really like it.
1348,It'll get better after I finish my General Education.,I understand what you mean.
1349,I need to find somewhere to park.,Off campus or on campus?
1350,I need to find a space on campus.,Why don't you park in the parking structure for students?
1351,Where is the parking structure at?,It's on the west side of the campus.
1352,Do you know if the parking structure is full or not?,It was empty last time I went up there.
1353,How long ago was that?,I went up there early this morning.
1354,Do you think it'll be full now?,It might be. You'll have to go see for yourself.
1355,bạn tên gì?,Tôi tên Nguyên <eos> còn bạn tên gì? 
1356,Tớ tên Nghĩa <eos> Bạn học ở đâu?,Tôi học ở trường đại học Tôn Đức Thắng <eos> Còn bạn học ở đâu?
1357,Đại học FPT Cần Thơ  <eos> Quê quán bạn ở đâu ?,Quê Tôi ở Gia Lai <eos> Quê bạn ở đâu vậy?
1358,Quê tớ ở Trà Vinh <eos> Cậu có bạn gái rồi chứ ?,Chưa nha <eos> Trà Vinh thuộc miền tây phải không?
1359,Thuộc miền Trung bạn nhé nhớ về học lại lịch sử,ai lại nói như thế chứ.
1360,Cậu vẫn còn chơi liên minh huyền thoại chứ?,"Tớ nghỉ lâu rồi cậu ạ, cộng đồng không được thân thiện lắm <eos> Thế cậu còn chứ ? và cậu có thấy game chán đi nhiều không ?"
1361,Tớ vẫn còn chơi nhưng chỉ để giải trí thôi. <eos> So với trước đây thì game không còn hấp dẫn nữa,"Cậu nên thử qua tựa game mới ra gần đây khá nổi ấy  <eos> Tên nó là Free Fire Max, cậu nghe qua chưa ? "
1362,Game đó mới ra hả? <eos> Tớ chưa nghe qua bao giờ cả,"Có thể nói là game hay nhất thế giới hiện tại, người người đều chơi. <eos> Thể loại sinh tồn của nó có khiến cậu hứng thú ? "
1363,nghe có vẻ hấp dẫn đấy <eos> mà thể loại sinh tồn không hợp gu của tớ lắm <eos> cậu biết game nào hay thuộc thể loại kinh dị không?,Play together bạn nhé bao kinh dị <eos> Không sợ không làm gì cả
1364,"Uầy, nghe hấp dẫn thế, tớ phải thử tải về chơi mới được <eos> mà thì trường game dạo này nhìn hơi chán nhỉ? Game mới ra kém chất lượng quá",Do cậu không tìm tới mấy game indie ấy. <eos> Thế đã nghe qua terraria bao h chưa ?
1365,Đó là gì vậy?,Game 2D thôi phát triển từ nhưng năm 2010s nhưng cực hay 
1366,Vậy tớ phải thử mới được,Cậu làm ván game với tớ nhé ?
1367,Ngay và luôn thôi,
1368,"Chào bạn, lâu quá không gặp",Chào Nguyên nhé lâu thật mới gặp lại  <eos> Nghe nói cậu mới đi chơi nước ngoài mà mình ko nhớ là nước nào 
1369,"À, mình mới đi chơi ở Nhật Bản, đó là một chuyến đi tuyệt vời đấy <eos> Mình nghe nói cậu cũng mới đi Mỹ về, chuyến đi có vui không?",Không nghĩ là cậu biết luôn ấy <eos> Rất vui cậu ạ cao ốc khắp mọi nơi nên giờ cổ mình mõi lắm rồi  <eos> Còn cậu thì sao Nhật chắc đẹp và hiện đại lắm ?
1370,Cậu miêu tả sinh động thật đấy <eos> Nhật bản là đất nước rất văn minh và hiện đại nếu có cơ hội cậu cũng nên đi một chuyến,Thế thì mình phải lên kế hoạch cho kỳ nghỉ sau với điểm đến là Nhật Bản mới được <eos> Còn cậu thì sau sắp đến lễ tiếp rồi ấy đi nước ngoài tiếp hay sao ?
1371,"Lễ này mình tính đi Đà Lạt ấy,  còn cậu có dự tính gì chưa?",Chắc đảo Phú Quốc cậu ạ mình nhớ biển ở đấy quá
1372,"Mình chưa được đi Phú Quốc lần nào cả, nếu có cơ hội thì phải đến một lần cho biết","Cậu nên đến đấy một lần cho biết cậu ạ, biển lẫn san hô đều rất đẹp "
1373,"nghe thích vậy, cậu có đi lặn nghắm san hô lần nào chưa?","Rồi nha, cảm giác rất là thích, cậu k thể tưởng tượng cảm giác đó tuyệt vời thế nào đâu"
1374,Nhưng mình lại không biết bơi nên không thể thử được,Có lẽ cậu nên tham gia một lớp học bơi đấy
1375,Nghe nói honda vừa ra phiên bản cải tiến của xe winner 150 v3 đấy,"Vậy à, xe có những cải tiến gì không?"
1376,"Theo mình được biết thì không có sự thay đổi đáng kể về mặt động cơ, chủ yếu là cải tiến về mặt ngoại hình, hãng đã rất biết lắng nghe người dùng và cải tiến nhiều điểm","Ồ, vậy chắc xe sẽ bán rất chạy nhỉ?"
1377,Mình cũng nghĩ vậy đó.,Giá chắc cũng không rẻ nhỉ?
1378,Theo như hãng công bố thì đối với phiên bản thường giá xe nằm trong khoảng trên dưới 45 triệu,Với giá này thì mình chắc cũng phải mua một chiếc thôi <eos> Mà không biết các hãng cạnh tranh có ra mắt mẫu xe nào mới không nhỉ
1379,Theo mình được biết thì các hãng yamaha và suzuki vẫn chưa ra mắt sản phẩm của họ những cũng sẽ sớm ra mắt thôi thôi,
1380,Chào cậu lâu quá không gặp,Chào cậu 
1381,Không biết cậu đã có bóng hồng nào sánh vai chưa?,"Vẫn chưa, chán lắm cậu ạ"
1382,"Chán thế, hơn 20 tuổi đầu rồi mà chưa có mảnh tình nào vắt vai à",Thế cậu đã có chưa mà nói tớ?
1383,chưa luôn,Thế mà bày đặt nói người ta
1384,"Hihi, trêu cậu tí thôi mà <eos> Mà cậu đã có đối tượng nào chưa?",Đối tượng thì có những vẫn chưa tấn công
1385,Sao vậy?,Tại chưa có cơ hội 
1386,Cơ hội là do mình chủ động tạo ra chứ sao lại chờ cô hội <eos> Có cần mình làm quân sư cho không,"Thôi đi ông tướng, bản thân thì chưa có người yêu mà bày đặt làm quân sư cho người khác"
1387,"Đấy là do tớ chưa muốn có người yêu thôi, cậu đã bao giờ nghe câu huyến luyện viên không bao giờ ra sân chưa","Thôi cậu không cần phải nổ, chừng nào cậu kiếm được người yêu đi rồi nói tớ"
1388,cậu không tin tớ à?  <eos> Tớ mối cho rất nhiều cặp thành đôi rồi đấy,Có xạo không đó?
1389,Thật 100% <eos> Mà đều chia tay hết rồi,"Tưởng thế nào, cũng là chém gió thôi"
1390,chao xìn,hallo
1391,bạn tên là gì?,tui tên là Đậu
1392,"chào Đậu, tui là Hưng.",nay Hưng định làm gì?
1393,"tui định về nhà sau buổi học, cũng chưa có kế hoạch gì lắm","ỏ, tâm trạng cậu hôm nay có tốt không?"
1394,"tui thấy tạm ổn, có thể làm việc tốt. <eos> Cậu thì sao?","tui chưa ghi bản kiểm điểm với tường trình nữa, cậu thấy có ổn khum :>"
1395,"nghe có vẻ nghiêm trọng, hôm nay là hạn cuối nộp 2 thứ đó nhỉ? <eos> cậu cần giúp đỡ gì không?",có phiền không nếu tui nhờ cậu giúp đỡ?
1396,"không, tui thấy mình khá rảnh hôm nay",dị lát nữa cậu giúp tui nhé <eos> Cảm ơn cậu nhiều 
1397,hong co' gi`,
1398,Hello (/^▽^)/,"ayo, what's up fen"
1399,Dạo này cột sống của cậu có ổn khom,nó hơi cong vẹo một chút. <eos> Nhưng chắc là nó vẫn còn trụ được ;;-;; <eos> Nghe nói cậu học ngành KHMT ở trường T. Có khó lắm khum?
1400,Tui thấy tui sắp đờ i đi  <eos> mai cúp học đi net không?,đi nhe UwU
1401,ok luong <eos> cổng 7?,nẩu <eos> Cổng 5 đi
1402,kê <eos> tuần này có bài tập gì không nhỉ?,cậu đoán xem :3
1403,@@  <eos> không biết tức là không có,thế thì khum có :> <eos> Vì toi cũng khum nhớ nữa :>
1404,:Đ <eos> okay vậy nghỉ thoai,thế mai gặp ở cổng 5 nhé <eos> Bái baiii
1405,"kê, không gặp không về",
1406,nghe nói ở rạp đang chiếu nhiều phim lắm.  <eos> Cậu có gợi ý phim nào hay khum?,có phim bác sĩ Lạ mới ra ấy <eos> định đi coi phim huh?
1407,đúng dị <eos> Đã lâu khum ra rạp rùi <eos> phim đấy là về gì nhỉ?,ông bác sĩ biết phép thuật đánh nhau với 1 phù thủy bị khùm <eos> thấy review hay lắm
1408,chà <eos> Thế thì tui phải đi coi thử mới được <eos> Cậu có định đi coi khum?,chắc là có <eos> từ lúc lên đại học tới giờ tui chưa đi coi phim lại <eos> chắc đây là dịp tốt để khai ví đầu năm
1409,nếu dị thì mong rằng phim sẽ thật hoành tráng <eos> mà nhắc đến phép thuật thì tui mới đọc được một tin. <eos> Cậu có muốn nghe khum?,Có
1410,7 phần của bộ phim đình đám Harry Potter sẽ được chiếu lại trong hè này đó <eos> Nghe là muốn cắm rễ ở rạp rùi :>,nice  <eos> tui chưa coi phần nào ở rạp cả <eos> với lại quên gần hết nội dung roi <eos> đi coi lại cho nhớ z
1411,nếu vậy thì hè này của cậu dự là sẽ rất hấp dẫn đấy UwU <eos> nếu may mắn thì có thể gặp được tui cắm ở rạp nữa ,oke <eos> cảm ơn vì mẩu tin nhé
1412,thế nhé <eos> Giờ tui có việc rùi <eos> Hẹn gặp cậu sau,okay 
1413,Cảm ơn vì đã giới thiệu phim cho tui nhe,"không có gì, gặp lại sau"
1414,cậu có thích nuôi con gì không?,có á <eos> Tui là một người yêu động vật mà  <eos> Nếu được chọn thì tui sẽ thích nuôi mèo nhất :3
1415,tui cũng thích mèo <eos> nhưng tui sẽ nuôi con gì thể hiện tính cách của mình <eos> nhím chẳng hạn,ồ nghe thú vị thế <eos> Nhưng tui không hiểu sao lại là nhím??
1416,không phải ai cũng có thể chiều chuộng nó cả ;) <eos> nó là của riêng tui và chỉ tui mới được thân thiết với nó,chà  <eos> Kiến thức mới đã được tiếp thu :3 <eos> Tui thích mèo lắm vì bọn đó cứ thiểu năng thế nào ý :> <eos> có thể chọc tui vui cả ngày é :3 
1417,nghe được đấy <eos> thế bây giờ cậu có đang nuôi con gì không?,giờ thì chỉ có nuôi hamster thui  <eos> mà tui mang qua nhà bác tui luôn rùi <eos> Vì mẹ tui không thích có lông thú trong nhà <eos> cậu có nuôi gì khum?
1418,giờ thì tui đang khá nghèo <eos> không thể lo cho bản thân nổi nữa <eos> mà hồi trước thì nhà tui có nuôi mèo và chó vài lần,ỏ :3 <eos> Có kỉ niệm nào đáng nhớ khum?
1419,cũng lâu rồi nên tui cũng không nhớ tụi nó giờ ra sao nữa <eos> tụi nó cũng khá dễ thương,thế sau này cậu có định nuôi lại khum?
1420,tất nhiên rồi <eos> khi tui đi làm và ra ở riêng thì tất nhiên tui sẽ tìm kiếm cho mình vài người bạn nhỏ,tui cũng sẽ như thế đó <eos> mong là những người bạn nhỏ của tui và cậu có dịp gặp nhau nhe <eos> giờ thì tui phải đi học rùi ròi <eos> Gặp lại cậu sau nhé :3
1421,ok baibai,
1422,mấy nay về nhà có vui khum?,không <eos> ở nhà được cái ngủ sướng thôi <eos> tui muốn quay lại thành phố làm việc hơn
1423,tuần sau là một tuần khá nhiều việc lớn đó <eos> Dự là sẽ lại mệt mỏi đây <eos> vậy mà cậu còn muốn quay lại làm việc -.-,tui thấy bản thân đã kém năng suất đi nhiều so với năm ngoái <eos> nên tui cần bỏ ra nhiều thời gian hơn để làm việc trong năm nay <eos> cậu thì sao?
1424,dạo này tui cũng thấy mình lười hơn rồi  <eos> Tui sẽ sắp xếp lại thời gian  <eos> dành ra cuối tuần để đi đạp xe <eos> Sau đó sẽ đi kiếm việc làm  lại <eos> cũng sắp tới hè rùi,chà nghe được đấy nhờ <eos> chắc tui cũng cần chỉnh sửa thời khóa biểu một chút <eos> sửa soạn bản thân cho mùa hè và năm 3 sắp tới
1425,đúng nhỉ? <eos> Năm sau cậu bắt đầu vào chuyên ngành rùi <eos> Sẽ khó và vất vả hơn <eos> Nhưng vẫn phải ăn uống đầy đủ và giữ sức khỏe nhó :>,"okay <eos> hè này đi tập gym z <eos> coder ""tay to"" <eos> tuần sau đi thư viện học không?"
1426,đi chứ ,"okay, ngày nào lên trường thì mình camp thư viện hôm ấy <eos> được không?"
1427,okeee~ <eos> Quyết định thế đi,
1428,Bạn tên gì,Mình ten Duy <eos> Còn bạn tên gì? 
1429,Nam <eos> Bạn học ở đâu?,Mình học tại trường Đại học Tôn Đức Thắng ở quận 7 <eos> Bạn học ở trường nào?
1430,Mình học tại trường Đại học Huflit ở quận 10 <eos> Học phí trường Đại học Tôn Đức Thắng mắc không bạn?,"Tùy chất lượng học, thì giá sẽ tăng giảm khác nhau. "
1431,Thế trường bạn có mấy chất lượng học?,"Gồm 3 chất lượng đó là: tiêu chuẩn, chất lượng cao 50%, chất lượng cao 100% và chất lượng luân chuyển"
1432,Học phí của chất lượng tiêu chuẩn là bao nhiêu?,Học phí chất lượng tiêu chuẩn giao động khoảng từ 20-25 triệu một học kỳ
1433,Học phí của chất lượng cao 50% là bao nhiêu?,Học phí chất lượng cao 50% giao động khoảng từ 25-30 triệu một học kỳ
1434,Học phí của chất lượng cao 100% là bao nhiêu?,Học phí chất lượng cao 10% giao động khoảng từ 30-35 triệu một học kỳ
1435,Dạo này khỏe không mày,Không bệnh tật gì nhưng mà không khỏe lắm mày ạ
1436,Sao thế?,"Dạo này tao thức đêm chạy deadline nhiều, cảm thấy không khỏe cho lắm"
1437,Giữ gìn sức khỏe mày ạ,Ừ còn mày thì sao ?
1438,"Dạo này tao chịu khó tập thể thao với giảm cân, nên khỏe hơn hẳn","Thích nhỉ, chắc tao cũng phải chơi môn thể thao nào đó thôi."
1439,Bạn tên gì?,Mình tên Long? <eos> còn bạn tên gì? 
1440,Nam <eos> Bạn học ở đâu?,Tôi học ở đây
1441,Tôi cũng thế,"Ồ, trùng hợp thế! <eos> Tôi học khoa CNTT <eos> Bạn học khoa nào?"
1442,Tôi cũng khoa CNTT! ,
1443,"Chào, tôi là Thu, rất vui được gặp bạn","Xin chào, bạn thế nào rồi?"
1444,"Ổn, cảm ơn nhé, mọi thứ thế nào?","Khá tốt, tôi tên là Steve Hill. <eos> Tên bạn là gì?"
1445,"Tôi là Thu, Nguyễn Thị Thu.",Rất vui được gặp bạn.
1446,Tôi cũng rất vui khi được gặp bạn.,"Thôi, đã đến giờ vào lớp, hẹn gặp bạn sau"
1447,"Bình tĩnh, hẹn gặp lại bạn sớm!",
1448,Lâu lắm rồi không gặp bạn,Ừ. Đã rất lâu rồi
1449,Rất vui được gặp lại,Tôi cũng vậy
1450,Bạn chẳng thay đổi chút nào,"Bạn cũng vậy, không có gì thay đổi"
1451,Gia đình bạn thế nào rồi?,"Cảm ơn, mọi người đều ổn cả"
1452,"Rất vui khi nghe vậy. Cậu giữ gìn sức khỏe nhé, Hà","Cậu cũng vậy, Huy"
1453,Trán nóng thể <eos> Đang cảm thấy không khỏe à?,Thấy mệt. Tao nghĩ tao bị sốt rồi
1454,Mày nên đi gặp bác sĩ đi.,Tao muốn nằm nghỉ một lát đã.
1455,Mày trông không ổn lắm,"Ổn mà, nếu không khá hơn, tao sẽ đi gặp bác sĩ."
1456,Nói với tao nếu mày không thấy không ổn.,Ok
1457,"Hi, bạn tên gì?",Mình tên Vũ <eos> còn bạn tên gì? 
1458,"Mình tên Khánh <eos> Ủa, bạn cũng học ở tôn đức thắng hả?","Đúng rồi, mình học khoa cntt, còn bạn?"
1459,Mình học khoa Luật,Nghe nói học luật để lách luật đúng không bạn :))
1460,Không bạn =))  <eos> Mình học để sau này mình làm cho nhà nước bạn ạ,
1461,"Eh, áo đẹp vậy bạn !!",Đương nhiên !! Áo bố mới mua đếy
1462,Ngon. Cái này của H&M hả?,"Đúng rồi. T mới mua ở H&M quận 1 á <eos> Hên lắm mày, mua đúng ngay đợt nó đang sale 30% kk"
1463,Ohh. Dị m mua cái này bao nhiêu vậy?,"Cái này giá gốc cũng cao, mà tao mua còn 300k thôi <eos> Uầy, xịn dậy bạn tui!!"
1464,Kkk mua thì tranh thủ đi nhá <eos> Còn nhiều loại để m chọn lắm. Thoải mái chú em,Oke brother
1465,What's up bro. Qua có coi trận MU với Liver ko :))) <eos> MU của cậu lại diễn hài rồi =))),Thôi t xịnnn luôn <eos> Không dám coi
1466,Trận đấy t thấy MU đá như kiểu cho xong trận vậy á,"Ừaa, hiệp 1 kiểm soát bóng có 24%, không sút được trái nào nữa thì chịu"
1467,Qua hiệp 2 có trái Sancho dắt vô đẹp vậy mà dắt điểm hỏng,Thôi oải lắm rồi. Có mỗi a CR7 của t là vẫn oke <eos> Còn mấy ông khác thì chịu
1468,Chúc MU của bạn năm sau tái thiết nhá =)),
1469,alo đang ở đâu đấy bro ?,Tao đang ở nhà.
1470,Vậy thì làm tí nghiện nào ?,Thôi tao sợ nghiện lắm.
1471,"Làm tí thôi mà, không nghiện đâu mà lo.","Hmmmm. Dzo, chiến đê. <eos> Đây rồi cặp bài trùng, song sát hủy diệt rank Việt."
1472,Accept game kìa Vũ.  <eos> Đây rồi mày slot đầu pick lock daxua cho tao Vũ.  ,"Được không đó bro, tao đang trong chuỗi :))"
1473,Mày cứ tin tưởng tao. Uy tín.,
1474,Lâu rồi mày có đi thể dục thể thao không Vũ.,Dạo này lười quá tao ở nhà suốt à.
1475,Uầy vậy anh em mình có nên đi thể dục thể thao nâng cao sức khỏe không nhỉ.,Vậy mày định rủ tao đi tập gì.
1476,Tập đua xe không người anh em. <eos> Tao thấy bộ môn đó khá được ưa chuộng và còn ngầu nữa.,Mày xem các dân tổ đua xe nhiều quá nên ảo rồi à :)))
1477,Đùa tí thôi tao tính rủ mày đi học võ bro.,Được nè. Tao khá thích taekwondo nhe.
1478,Oke học taekwondo có vẻ ổn đó. <eos> Tao sẽ học lên đai đen để về sút vào mấy thằng nhóc tao ghét.,Oke mày là nhất :)) <eos> Biết nơi dạy chưa ?
1479,"Tao biết chỗ rồi, bây giờ tao đăng kí cho mày luôn nhe.",Oke luôn bạn ơi
